"","Estimate","Std. Error","t value"
"(Intercept)",123.305796715,0.944027877051247,130.616690155545
"size_pc1",1.24946252609858,0.567454748868256,2.20187165336185
"percLoad_cent",35.6293285825459,2.16930800653209,16.4242829857545
