"","Estimate","Std. Error","t value"
"(Intercept)",1.46537019568333,0.0151975195497625,96.4216687391093
"size_pc1",-0.0389854717385779,0.00913555576537986,-4.26744390158697
"percLoad_cent",-0.38512098491464,0.0350646345470619,-10.9831740695244
